"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 12 06:21:23 GMT 2023","Sat Aug 12 06:21:23 GMT 2023","255","","criando dados ao DB","","","","[create] cria uma collection",""
"passed","Sat Aug 12 06:21:49 GMT 2023","Sat Aug 12 06:21:49 GMT 2023","194","","consultando dados do DB","","","","[query] consulta pelo type ""water""",""
"passed","Sat Aug 12 06:21:49 GMT 2023","Sat Aug 12 06:21:49 GMT 2023","148","","consultando dados do DB","","","","[query] consulta pelo ""name""",""
"passed","Sat Aug 12 06:21:57 GMT 2023","Sat Aug 12 06:21:57 GMT 2023","104","","atualizando dados do DB","","","","[update] atualiza um dado de acordo com o ""index"", depois realiza consulta e valida se foi atualizado",""
"passed","Sat Aug 12 06:21:38 GMT 2023","Sat Aug 12 06:21:38 GMT 2023","105","","excluindo dados do DB","","","","[delete] exclui um dado dentro da collection e do DB",""
"passed","Sat Aug 12 06:21:23 GMT 2023","Sat Aug 12 06:21:23 GMT 2023","171","","criando dados ao DB","","","","[create] inserir um dado do tipo email",""
"passed","Sat Aug 12 06:21:49 GMT 2023","Sat Aug 12 06:21:50 GMT 2023","115","","consultando dados do DB","","","","[query] consulta a quantidade de dados ""vazios"" na coluna ""index""",""
"passed","Sat Aug 12 06:21:49 GMT 2023","Sat Aug 12 06:21:49 GMT 2023","117","","consultando dados do DB","","","","[query] consulta um dado e exclui pelo ""index"", depois realiza consulta e valida se foi excluído",""
"passed","Sat Aug 12 06:21:49 GMT 2023","Sat Aug 12 06:21:49 GMT 2023","100","","consultando dados do DB","","","","[query] consulta a quantidade de dados ""unknown"" na coluna ""pokemon_type1""",""
"passed","Sat Aug 12 06:21:38 GMT 2023","Sat Aug 12 06:21:38 GMT 2023","206","","excluindo dados do DB","","","","[delete] derruba uma collection",""
"passed","Sat Aug 12 06:21:49 GMT 2023","Sat Aug 12 06:21:49 GMT 2023","243","","consultando dados do DB","","","","[query] consulta a quantidade de dados ""vazios"" na coluna ""pokemon_type2""",""
"passed","Sat Aug 12 06:21:57 GMT 2023","Sat Aug 12 06:21:57 GMT 2023","175","","atualizando dados do DB","","","","[update] atualiza o ""nome"", depois realiza consulta e valida se foi atualizado",""
"passed","Sat Aug 12 06:21:23 GMT 2023","Sat Aug 12 06:21:23 GMT 2023","123","","criando dados ao DB","","","","[create] inserir muitos dados em conjunto",""
