"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 15 04:34:50 GMT 2023","Tue Aug 15 04:34:50 GMT 2023","80","","Excluindo dados do DB","","","","[delete] exclui um dado dentro da collection e do DB",""
"passed","Tue Aug 15 04:34:50 GMT 2023","Tue Aug 15 04:34:50 GMT 2023","154","","Excluindo dados do DB","","","","[delete] derruba uma collection",""
"passed","Tue Aug 15 04:36:47 GMT 2023","Tue Aug 15 04:36:47 GMT 2023","124","","Consultando dados do DB","","","","[query] consulta um dado e exclui pelo ""index"", depois realiza consulta e valida se foi excluído",""
"passed","Tue Aug 15 04:36:48 GMT 2023","Tue Aug 15 04:36:48 GMT 2023","156","","Consultando dados do DB","","","","[query] consulta a quantidade de dados ""unknown"" na coluna ""pokemon_type1""",""
"passed","Tue Aug 15 04:34:36 GMT 2023","Tue Aug 15 04:34:36 GMT 2023","126","","Criando dados ao DB","","","","[create] inserir um dado do tipo email",""
"passed","Tue Aug 15 04:36:38 GMT 2023","Tue Aug 15 04:36:38 GMT 2023","332","","Performance dos dados ao DB","","","","[performance] tempo de resposta de uma query em ms",""
"passed","Tue Aug 15 04:36:47 GMT 2023","Tue Aug 15 04:36:47 GMT 2023","116","","Consultando dados do DB","","","","[query] consulta pelo type ""water""",""
"passed","Tue Aug 15 04:34:35 GMT 2023","Tue Aug 15 04:34:36 GMT 2023","360","","Criando dados ao DB","","","","[create] cria uma collection",""
"passed","Tue Aug 15 04:36:47 GMT 2023","Tue Aug 15 04:36:48 GMT 2023","172","","Consultando dados do DB","","","","[query] consulta a quantidade de dados ""nulos"" na coluna ""pokemon_type2""",""
"passed","Tue Aug 15 04:36:48 GMT 2023","Tue Aug 15 04:36:48 GMT 2023","97","","Consultando dados do DB","","","","[query] consulta a quantidade de dados ""nulos"" na coluna ""index""",""
"passed","Tue Aug 15 04:36:47 GMT 2023","Tue Aug 15 04:36:47 GMT 2023","124","","Consultando dados do DB","","","","[query] consulta pelo ""name""",""
"passed","Tue Aug 15 04:36:57 GMT 2023","Tue Aug 15 04:36:57 GMT 2023","162","","Atualizando dados do DB","","","","[update] atualiza um dado de acordo com o ""index"", depois realiza consulta e valida se foi atualizado",""
"passed","Tue Aug 15 04:34:36 GMT 2023","Tue Aug 15 04:34:36 GMT 2023","119","","Criando dados ao DB","","","","[create] inserir muitos dados em conjunto",""
"passed","Tue Aug 15 04:36:57 GMT 2023","Tue Aug 15 04:36:57 GMT 2023","154","","Atualizando dados do DB","","","","[update] atualiza o ""nome"", depois realiza consulta e valida se foi atualizado",""
"passed","Tue Aug 15 04:35:00 GMT 2023","Tue Aug 15 04:35:44 GMT 2023","44269","","Migração de dados DB pokemon para DB admin","","","","[migration] valida a migração com sucesso dos dados do DB pokemon para DB admin com nome ""backup-types""",""
