"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 13 16:23:57 GMT 2023","Sun Aug 13 16:23:57 GMT 2023","105","","Criando dados ao DB","","","","[create] inserir um dado do tipo email",""
"passed","Sun Aug 13 16:24:22 GMT 2023","Sun Aug 13 16:24:22 GMT 2023","135","","Atualizando dados do DB","","","","[update] atualiza o ""nome"", depois realiza consulta e valida se foi atualizado",""
"passed","Sun Aug 13 16:24:14 GMT 2023","Sun Aug 13 16:24:14 GMT 2023","182","","Consultando dados do DB","","","","[query] consulta pelo ""name""",""
"passed","Sun Aug 13 16:23:57 GMT 2023","Sun Aug 13 16:23:57 GMT 2023","80","","Criando dados ao DB","","","","[create] inserir muitos dados em conjunto",""
"passed","Sun Aug 13 16:24:08 GMT 2023","Sun Aug 13 16:24:08 GMT 2023","57","","Excluindo dados do DB","","","","[delete] exclui um dado dentro da collection e do DB",""
"passed","Sun Aug 13 16:24:14 GMT 2023","Sun Aug 13 16:24:15 GMT 2023","252","","Consultando dados do DB","","","","[query] consulta pelo type ""water""",""
"passed","Sun Aug 13 16:24:07 GMT 2023","Sun Aug 13 16:24:08 GMT 2023","127","","Excluindo dados do DB","","","","[delete] derruba uma collection",""
"passed","Sun Aug 13 16:24:15 GMT 2023","Sun Aug 13 16:24:15 GMT 2023","150","","Consultando dados do DB","","","","[query] consulta um dado e exclui pelo ""index"", depois realiza consulta e valida se foi excluído",""
"passed","Sun Aug 13 16:24:22 GMT 2023","Sun Aug 13 16:24:22 GMT 2023","90","","Atualizando dados do DB","","","","[update] atualiza um dado de acordo com o ""index"", depois realiza consulta e valida se foi atualizado",""
"passed","Sun Aug 13 16:24:15 GMT 2023","Sun Aug 13 16:24:15 GMT 2023","140","","Consultando dados do DB","","","","[query] consulta a quantidade de dados ""nulos"" na coluna ""index""",""
"passed","Sun Aug 13 16:24:15 GMT 2023","Sun Aug 13 16:24:15 GMT 2023","332","","Consultando dados do DB","","","","[query] consulta a quantidade de dados ""nulos"" na coluna ""pokemon_type2""",""
"passed","Sun Aug 13 16:24:15 GMT 2023","Sun Aug 13 16:24:15 GMT 2023","116","","Consultando dados do DB","","","","[query] consulta a quantidade de dados ""unknown"" na coluna ""pokemon_type1""",""
"passed","Sun Aug 13 16:23:56 GMT 2023","Sun Aug 13 16:23:57 GMT 2023","209","","Criando dados ao DB","","","","[create] cria uma collection",""
