"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 12 17:28:53 GMT 2023","Sat Aug 12 17:28:54 GMT 2023","110","","Consultando dados do DB","","","","[query] consulta pelo ""name""",""
"passed","Sat Aug 12 17:28:35 GMT 2023","Sat Aug 12 17:28:35 GMT 2023","216","","Criando dados ao DB","","","","[create] cria uma collection",""
"passed","Sat Aug 12 17:28:35 GMT 2023","Sat Aug 12 17:28:35 GMT 2023","152","","Criando dados ao DB","","","","[create] inserir muitos dados em conjunto",""
"passed","Sat Aug 12 17:28:35 GMT 2023","Sat Aug 12 17:28:35 GMT 2023","116","","Criando dados ao DB","","","","[create] inserir um dado do tipo email",""
"passed","Sat Aug 12 17:28:54 GMT 2023","Sat Aug 12 17:28:54 GMT 2023","99","","Consultando dados do DB","","","","[query] consulta a quantidade de dados ""vazios"" na coluna ""index""",""
"passed","Sat Aug 12 17:28:54 GMT 2023","Sat Aug 12 17:28:54 GMT 2023","164","","Consultando dados do DB","","","","[query] consulta pelo type ""water""",""
"passed","Sat Aug 12 17:29:00 GMT 2023","Sat Aug 12 17:29:00 GMT 2023","80","","Atualizando dados do DB","","","","[update] atualiza um dado de acordo com o ""index"", depois realiza consulta e valida se foi atualizado",""
"passed","Sat Aug 12 17:28:54 GMT 2023","Sat Aug 12 17:28:54 GMT 2023","111","","Consultando dados do DB","","","","[query] consulta a quantidade de dados ""unknown"" na coluna ""pokemon_type1""",""
"passed","Sat Aug 12 17:28:54 GMT 2023","Sat Aug 12 17:28:54 GMT 2023","181","","Consultando dados do DB","","","","[query] consulta a quantidade de dados ""nulos"" na coluna ""pokemon_type2""",""
"passed","Sat Aug 12 17:29:00 GMT 2023","Sat Aug 12 17:29:00 GMT 2023","150","","Atualizando dados do DB","","","","[update] atualiza o ""nome"", depois realiza consulta e valida se foi atualizado",""
"passed","Sat Aug 12 17:28:54 GMT 2023","Sat Aug 12 17:28:54 GMT 2023","112","","Consultando dados do DB","","","","[query] consulta um dado e exclui pelo ""index"", depois realiza consulta e valida se foi excluído",""
"passed","Sat Aug 12 17:28:46 GMT 2023","Sat Aug 12 17:28:46 GMT 2023","123","","Excluindo dados do DB","","","","[delete] derruba uma collection",""
"passed","Sat Aug 12 17:28:46 GMT 2023","Sat Aug 12 17:28:46 GMT 2023","64","","Excluindo dados do DB","","","","[delete] exclui um dado dentro da collection e do DB",""
