"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 14 01:14:07 GMT 2023","Mon Aug 14 01:14:07 GMT 2023","123","","Atualizando dados do DB","","","","[update] atualiza o ""nome"", depois realiza consulta e valida se foi atualizado",""
"passed","Mon Aug 14 01:14:01 GMT 2023","Mon Aug 14 01:14:01 GMT 2023","128","","Consultando dados do DB","","","","[query] consulta a quantidade de dados ""nulos"" na coluna ""pokemon_type2""",""
"passed","Mon Aug 14 01:13:42 GMT 2023","Mon Aug 14 01:13:42 GMT 2023","176","","Criando dados ao DB","","","","[create] cria uma collection",""
"passed","Mon Aug 14 01:13:53 GMT 2023","Mon Aug 14 01:13:53 GMT 2023","163","","Excluindo dados do DB","","","","[delete] derruba uma collection",""
"passed","Mon Aug 14 01:14:00 GMT 2023","Mon Aug 14 01:14:00 GMT 2023","92","","Consultando dados do DB","","","","[query] consulta pelo ""name""",""
"passed","Mon Aug 14 01:13:42 GMT 2023","Mon Aug 14 01:13:42 GMT 2023","104","","Criando dados ao DB","","","","[create] inserir um dado do tipo email",""
"passed","Mon Aug 14 01:14:00 GMT 2023","Mon Aug 14 01:14:01 GMT 2023","106","","Consultando dados do DB","","","","[query] consulta pelo type ""water""",""
"passed","Mon Aug 14 01:14:07 GMT 2023","Mon Aug 14 01:14:07 GMT 2023","111","","Atualizando dados do DB","","","","[update] atualiza um dado de acordo com o ""index"", depois realiza consulta e valida se foi atualizado",""
"passed","Mon Aug 14 01:14:01 GMT 2023","Mon Aug 14 01:14:01 GMT 2023","81","","Consultando dados do DB","","","","[query] consulta a quantidade de dados ""nulos"" na coluna ""index""",""
"passed","Mon Aug 14 01:14:01 GMT 2023","Mon Aug 14 01:14:01 GMT 2023","87","","Consultando dados do DB","","","","[query] consulta a quantidade de dados ""unknown"" na coluna ""pokemon_type1""",""
"passed","Mon Aug 14 01:14:01 GMT 2023","Mon Aug 14 01:14:01 GMT 2023","107","","Consultando dados do DB","","","","[query] consulta um dado e exclui pelo ""index"", depois realiza consulta e valida se foi excluído",""
"passed","Mon Aug 14 01:13:42 GMT 2023","Mon Aug 14 01:13:42 GMT 2023","97","","Criando dados ao DB","","","","[create] inserir muitos dados em conjunto",""
"passed","Mon Aug 14 01:13:53 GMT 2023","Mon Aug 14 01:13:53 GMT 2023","76","","Excluindo dados do DB","","","","[delete] exclui um dado dentro da collection e do DB",""
