"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 14 01:23:14 GMT 2023","Mon Aug 14 01:23:14 GMT 2023","136","","Excluindo dados do DB","","","","[delete] derruba uma collection",""
"failed","Mon Aug 14 01:23:31 GMT 2023","Mon Aug 14 01:23:31 GMT 2023","330","","Consultando dados do DB","","","","[query] consulta a quantidade de dados ""nulos"" na coluna ""pokemon_type2""",""
"failed","Mon Aug 14 01:23:31 GMT 2023","Mon Aug 14 01:23:32 GMT 2023","377","","Consultando dados do DB","","","","[query] consulta a quantidade de dados ""unknown"" na coluna ""pokemon_type1""",""
"failed","Mon Aug 14 01:23:30 GMT 2023","Mon Aug 14 01:23:31 GMT 2023","266","","Consultando dados do DB","","","","[query] consulta pelo type ""water""",""
"failed","Mon Aug 14 01:23:31 GMT 2023","Mon Aug 14 01:23:31 GMT 2023","263","","Consultando dados do DB","","","","[query] consulta um dado e exclui pelo ""index"", depois realiza consulta e valida se foi excluído",""
"failed","Mon Aug 14 01:23:41 GMT 2023","Mon Aug 14 01:23:41 GMT 2023","271","","Atualizando dados do DB","","","","[update] atualiza o ""nome"", depois realiza consulta e valida se foi atualizado",""
"failed","Mon Aug 14 01:23:32 GMT 2023","Mon Aug 14 01:23:32 GMT 2023","291","","Consultando dados do DB","","","","[query] consulta a quantidade de dados ""nulos"" na coluna ""index""",""
"passed","Mon Aug 14 01:23:23 GMT 2023","Mon Aug 14 01:23:23 GMT 2023","142","","Performance dos dados ao DB","","","","[performance] tempo de resposta de uma query em ms",""
"passed","Mon Aug 14 01:23:14 GMT 2023","Mon Aug 14 01:23:14 GMT 2023","60","","Excluindo dados do DB","","","","[delete] exclui um dado dentro da collection e do DB",""
"passed","Mon Aug 14 01:23:00 GMT 2023","Mon Aug 14 01:23:00 GMT 2023","115","","Criando dados ao DB","","","","[create] inserir um dado do tipo email",""
"failed","Mon Aug 14 01:23:30 GMT 2023","Mon Aug 14 01:23:30 GMT 2023","463","","Consultando dados do DB","","","","[query] consulta pelo ""name""",""
"failed","Mon Aug 14 01:23:41 GMT 2023","Mon Aug 14 01:23:41 GMT 2023","226","","Atualizando dados do DB","","","","[update] atualiza um dado de acordo com o ""index"", depois realiza consulta e valida se foi atualizado",""
"passed","Mon Aug 14 01:23:00 GMT 2023","Mon Aug 14 01:23:00 GMT 2023","199","","Criando dados ao DB","","","","[create] cria uma collection",""
"passed","Mon Aug 14 01:23:00 GMT 2023","Mon Aug 14 01:23:01 GMT 2023","122","","Criando dados ao DB","","","","[create] inserir muitos dados em conjunto",""
