"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 14 18:05:50 GMT 2023","Mon Aug 14 18:05:50 GMT 2023","133","","Atualizando dados do DB","","","","[update] atualiza um dado de acordo com o ""index"", depois realiza consulta e valida se foi atualizado",""
"passed","Mon Aug 14 18:05:41 GMT 2023","Mon Aug 14 18:05:41 GMT 2023","160","","Consultando dados do DB","","","","[query] consulta pelo type ""water""",""
"failed","Mon Aug 14 18:05:41 GMT 2023","Mon Aug 14 18:05:41 GMT 2023","454","","Consultando dados do DB","","","","[query] consulta um dado e exclui pelo ""index"", depois realiza consulta e valida se foi excluído",""
"passed","Mon Aug 14 18:05:08 GMT 2023","Mon Aug 14 18:05:08 GMT 2023","228","","Criando dados ao DB","","","","[create] cria uma collection",""
"passed","Mon Aug 14 18:05:50 GMT 2023","Mon Aug 14 18:05:50 GMT 2023","174","","Atualizando dados do DB","","","","[update] atualiza o ""nome"", depois realiza consulta e valida se foi atualizado",""
"passed","Mon Aug 14 18:05:41 GMT 2023","Mon Aug 14 18:05:42 GMT 2023","279","","Consultando dados do DB","","","","[query] consulta a quantidade de dados ""nulos"" na coluna ""pokemon_type2""",""
"passed","Mon Aug 14 18:05:23 GMT 2023","Mon Aug 14 18:05:24 GMT 2023","89","","Excluindo dados do DB","","","","[delete] exclui um dado dentro da collection e do DB",""
"passed","Mon Aug 14 18:05:08 GMT 2023","Mon Aug 14 18:05:08 GMT 2023","156","","Criando dados ao DB","","","","[create] inserir um dado do tipo email",""
"passed","Mon Aug 14 18:05:08 GMT 2023","Mon Aug 14 18:05:09 GMT 2023","199","","Criando dados ao DB","","","","[create] inserir muitos dados em conjunto",""
"passed","Mon Aug 14 18:05:42 GMT 2023","Mon Aug 14 18:05:42 GMT 2023","147","","Consultando dados do DB","","","","[query] consulta a quantidade de dados ""unknown"" na coluna ""pokemon_type1""",""
"passed","Mon Aug 14 18:05:40 GMT 2023","Mon Aug 14 18:05:41 GMT 2023","159","","Consultando dados do DB","","","","[query] consulta pelo ""name""",""
"passed","Mon Aug 14 18:05:42 GMT 2023","Mon Aug 14 18:05:42 GMT 2023","192","","Consultando dados do DB","","","","[query] consulta a quantidade de dados ""nulos"" na coluna ""index""",""
"passed","Mon Aug 14 18:05:23 GMT 2023","Mon Aug 14 18:05:23 GMT 2023","170","","Excluindo dados do DB","","","","[delete] derruba uma collection",""
"passed","Mon Aug 14 18:05:32 GMT 2023","Mon Aug 14 18:05:33 GMT 2023","365","","Performance dos dados ao DB","","","","[performance] tempo de resposta de uma query em ms",""
