"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 12 06:31:40 GMT 2023","Sat Aug 12 06:31:40 GMT 2023","154","","Atualizando dados do DB","","","","[update] atualiza o ""nome"", depois realiza consulta e valida se foi atualizado",""
"passed","Sat Aug 12 06:31:13 GMT 2023","Sat Aug 12 06:31:13 GMT 2023","121","","Criando dados ao DB","","","","[create] inserir um dado do tipo email",""
"passed","Sat Aug 12 06:31:33 GMT 2023","Sat Aug 12 06:31:33 GMT 2023","81","","Consultando dados do DB","","","","[query] consulta a quantidade de dados ""unknown"" na coluna ""pokemon_type1""",""
"passed","Sat Aug 12 06:31:13 GMT 2023","Sat Aug 12 06:31:13 GMT 2023","96","","Criando dados ao DB","","","","[create] inserir muitos dados em conjunto",""
"passed","Sat Aug 12 06:31:33 GMT 2023","Sat Aug 12 06:31:33 GMT 2023","115","","Consultando dados do DB","","","","[query] consulta pelo ""name""",""
"passed","Sat Aug 12 06:31:33 GMT 2023","Sat Aug 12 06:31:33 GMT 2023","169","","Consultando dados do DB","","","","[query] consulta pelo type ""water""",""
"passed","Sat Aug 12 06:31:25 GMT 2023","Sat Aug 12 06:31:25 GMT 2023","198","","Excluindo dados do DB","","","","[delete] derruba uma collection",""
"passed","Sat Aug 12 06:31:33 GMT 2023","Sat Aug 12 06:31:33 GMT 2023","96","","Consultando dados do DB","","","","[query] consulta um dado e exclui pelo ""index"", depois realiza consulta e valida se foi excluído",""
"passed","Sat Aug 12 06:31:33 GMT 2023","Sat Aug 12 06:31:33 GMT 2023","90","","Consultando dados do DB","","","","[query] consulta a quantidade de dados ""vazios"" na coluna ""index""",""
"passed","Sat Aug 12 06:31:33 GMT 2023","Sat Aug 12 06:31:33 GMT 2023","195","","Consultando dados do DB","","","","[query] consulta a quantidade de dados ""vazios"" na coluna ""pokemon_type2""",""
"passed","Sat Aug 12 06:31:40 GMT 2023","Sat Aug 12 06:31:40 GMT 2023","104","","Atualizando dados do DB","","","","[update] atualiza um dado de acordo com o ""index"", depois realiza consulta e valida se foi atualizado",""
"passed","Sat Aug 12 06:31:25 GMT 2023","Sat Aug 12 06:31:25 GMT 2023","91","","Excluindo dados do DB","","","","[delete] exclui um dado dentro da collection e do DB",""
"passed","Sat Aug 12 06:31:13 GMT 2023","Sat Aug 12 06:31:13 GMT 2023","175","","Criando dados ao DB","","","","[create] cria uma collection",""
