"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 14 23:17:30 GMT 2023","Mon Aug 14 23:17:30 GMT 2023","121","","Atualizando dados do DB","","","","[update] atualiza um dado de acordo com o ""index"", depois realiza consulta e valida se foi atualizado",""
"passed","Mon Aug 14 23:15:25 GMT 2023","Mon Aug 14 23:15:25 GMT 2023","132","","Criando dados ao DB","","","","[create] inserir muitos dados em conjunto",""
"passed","Mon Aug 14 23:15:25 GMT 2023","Mon Aug 14 23:15:25 GMT 2023","550","","Criando dados ao DB","","","","[create] cria uma collection",""
"passed","Mon Aug 14 23:15:25 GMT 2023","Mon Aug 14 23:15:25 GMT 2023","140","","Criando dados ao DB","","","","[create] inserir um dado do tipo email",""
"passed","Mon Aug 14 23:17:21 GMT 2023","Mon Aug 14 23:17:21 GMT 2023","133","","Consultando dados do DB","","","","[query] consulta pelo type ""water""",""
"passed","Mon Aug 14 23:17:30 GMT 2023","Mon Aug 14 23:17:30 GMT 2023","170","","Atualizando dados do DB","","","","[update] atualiza o ""nome"", depois realiza consulta e valida se foi atualizado",""
"passed","Mon Aug 14 23:17:21 GMT 2023","Mon Aug 14 23:17:21 GMT 2023","153","","Consultando dados do DB","","","","[query] consulta a quantidade de dados ""nulos"" na coluna ""index""",""
"passed","Mon Aug 14 23:15:39 GMT 2023","Mon Aug 14 23:15:40 GMT 2023","150","","Excluindo dados do DB","","","","[delete] derruba uma collection",""
"passed","Mon Aug 14 23:15:40 GMT 2023","Mon Aug 14 23:15:40 GMT 2023","78","","Excluindo dados do DB","","","","[delete] exclui um dado dentro da collection e do DB",""
"passed","Mon Aug 14 23:17:21 GMT 2023","Mon Aug 14 23:17:21 GMT 2023","127","","Consultando dados do DB","","","","[query] consulta pelo ""name""",""
"passed","Mon Aug 14 23:17:21 GMT 2023","Mon Aug 14 23:17:21 GMT 2023","103","","Consultando dados do DB","","","","[query] consulta a quantidade de dados ""unknown"" na coluna ""pokemon_type1""",""
"passed","Mon Aug 14 23:17:21 GMT 2023","Mon Aug 14 23:17:21 GMT 2023","165","","Consultando dados do DB","","","","[query] consulta a quantidade de dados ""nulos"" na coluna ""pokemon_type2""",""
"passed","Mon Aug 14 23:17:21 GMT 2023","Mon Aug 14 23:17:21 GMT 2023","115","","Consultando dados do DB","","","","[query] consulta um dado e exclui pelo ""index"", depois realiza consulta e valida se foi excluído",""
"passed","Mon Aug 14 23:15:48 GMT 2023","Mon Aug 14 23:16:28 GMT 2023","39535","","Migração de dados DB pokemon para DB admin","","","","[migration] valida a migração com sucesso dos dados do DB pokemon para DB admin com nome ""backup-types""",""
"passed","Mon Aug 14 23:17:12 GMT 2023","Mon Aug 14 23:17:13 GMT 2023","309","","Performance dos dados ao DB","","","","[performance] tempo de resposta de uma query em ms",""
